,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,発走,場所,レース名,ラウンド数,コース,天候,地面,日付
8,2:29.2,33.9,4,,15.2,,牡4,57,5,アタマ,9,[西]橋口弘次,,,16-16-13-11,ノースヒルズ,518(-6),ハイプレッシャー,9,小牧太,**,13,阪神,3歳以上500万下,7R,芝右外2400m ,晴 ,稍重 ,2015-10-03
9,2:29.7,34.4,8,,30.6,,牡4,57,8,3,10,[西]牧浦充徳,,,13-14-12-11,シルクレーシング,460(0),ヴォルスング,17,戸崎圭太,**,13,阪神,3歳以上500万下,7R,芝右外2400m ,晴 ,稍重 ,2015-10-03
10,2:29.7,34.6,17,,185.8,,牡3,54,8,アタマ,11,[西]庄野靖志,,,11-11-9-8,ＶｉｒｉｄｉａｎＫｅｉｂａＣｌｕｂ,472(+4),シュバリエブラン,16,酒井学,**,13,阪神,3歳以上500万下,7R,芝右外2400m ,晴 ,稍重 ,2015-10-03
11,2:29.9,34.3,9,,45.4,,牡3,54,7,1.1/4,12,[西]庄野靖志,,,17-17-16-15,宮原廣伸,494(-4),ミルクアロー,14,和田竜二,**,13,阪神,3歳以上500万下,7R,芝右外2400m ,晴 ,稍重 ,2015-10-03
12,2:29.9,34.7,15,,119.9,,牡4,57,3,ハナ,13,[西]石橋守,,,6-6-7-9,ヒダカ・ブリーダーズ・ユニオン,458(+8),エリタージュゲラン,6,武幸四郎,**,13,阪神,3歳以上500万下,7R,芝右外2400m ,晴 ,稍重 ,2015-10-03
13,2:30.1,34.9,13,,79.2,,牡4,54,4,1,14,[西]本田優,,,8-8-10-9,田中康弘,516(+8),デンコウセキトバ,7,加藤祥太,**,13,阪神,3歳以上500万下,7R,芝右外2400m ,晴 ,稍重 ,2015-10-03
14,2:30.2,34.6,10,,51.5,,牡4,57,7,1/2,15,[西]梅田智之,,,11-11-13-15,大野商事,494(0),キタサンキンボシ,13,荻野琢真,**,13,阪神,3歳以上500万下,7R,芝右外2400m ,晴 ,稍重 ,2015-10-03
15,2:30.4,35.9,12,,78.8,,牡4,57,2,1.1/4,16,[西]鮫島一歩,,,2-2-2-2,ディアマント,526(+6),マコトグロズヌイ,3,菱田裕二,**,13,阪神,3歳以上500万下,7R,芝右外2400m ,晴 ,稍重 ,2015-10-03
16,2:31.1,35.3,16,,160.3,,牡3,53,4,4,17,[西]野中賢二,,,14-14-16-17,池田實,466(+8),ウイングアクティブ,8,松若風馬,**,13,阪神,3歳以上500万下,7R,芝右外2400m ,晴 ,稍重 ,2015-10-03
0,2:34.2,35.4,3,,4.9,,牡4,55,1,,1,[西]高橋義忠,,"6,785.4",1-1-1-1,松本好雄,510(+2),メイショウテッコン,1,武豊,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
1,2:34.4,35.6,1,,2.1,,牡4,55,6,1.1/4,2,[西]友道康夫,,"2,724.4",6-5-2-2,Ｇリビエール・レーシング,466(-6),エタリオウ,7,Ｍ．デム,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
2,2:34.6,35.2,4,,8.2,,牡8,56,4,1.1/4,3,[東]金成貴史,,"1,712.2",5-5-7-5,さくらコマース,484(-4),サクラアンプルール,4,横山典弘,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
3,2:34.8,35.5,10,,93.7,,牡4,55,7,1.1/4,4,[地]田中淳司,,"1,000.0",4-4-5-5,会田裕一,458(-6),ハッピーグリン,10,服部茂史,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
4,2:34.9,35.9,6,,19.6,,牡4,56,2,クビ,5,[東]藤沢和雄,,670.0,3-3-3-3,山本英俊,512(+18),ゴーフォザサミット,2,石橋脩,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
5,2:35.0,35.3,2,,4.3,,牡6,56,5,1/2,6,[西]藤原英昭,,,7-7-9-8,飯塚知一,448(-2),ルックトゥワイス,6,戸崎圭太,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
6,2:35.3,36.0,5,,13.9,,牡5,56,8,2,7,[西]宮本博,,,7-7-5-5,前田幸治,494(+4),クリンチャー,12,三浦皇成,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
7,2:35.6,35.7,7,,23.9,,牡7,56,5,2,8,[東]斎藤誠,,,12-12-11-8,シルクレーシング,524(-4),ブラックバゴ,5,池添謙一,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
8,2:35.8,36.2,9,,40.9,,牡5,56,8,1,9,[西]矢作芳人,,,7-7-8-8,窪田康志,468(0),チェスナットコート,11,坂井瑠星,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
9,2:35.9,36.9,8,,35.6,,牡6,56,7,1/2,10,[西]池江泰寿,,,2-2-3-3,西川光一,538(-8),カフェブリッツ,9,蛯名正義,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
10,2:36.8,36.9,12,,517.8,,牡9,56,3,5,11,[東]和田勇介,,,10-10-11-8,福井明,474(-6),アクションスター,3,大野拓弥,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
11,2:37.1,37.3,11,,313.2,,セ7,56,6,1.1/2,12,[西]西園正都,,,10-10-10-12,サンデーレーシング,532(-4),グランアルマダ,8,石川裕紀,**,15,中山,第67回日経賞(G2),11R,芝右2500m ,曇 ,稍重 ,2019-03-23
0,1:47.5,34.4,2,,5.3,,牡4,57,4,,1,[西]音無秀孝,,"1,534.3",1-1-1-1,社台レースホース,450(+2),スティッフェリオ,8,丸山元気,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
1,1:47.8,34.4,8,,18.7,,牡6,54,3,1.3/4,2,[西]平田修,,609.8,5-5-5-3,社台レースホース,470(-6),ジェネラルゴジップ,5,武豊,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
2,1:48.0,34.7,1,,2.9,,牝3,51,1,1.1/2,3,[東]大竹正博,,384.9,2-3-3-3,東京ホースレーシング,478(+6),レッドレグナント,2,池添謙一,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
3,1:48.1,34.5,14,,166.3,,セ6,54,5,3/4,4,[東]柴田政人,,230.0,5-7-8-7,岡田勇,460(-6),シャインアロー,9,松岡正海,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
4,1:48.1,34.5,4,,8.9,,牡5,55,3,ハナ,5,[東]鹿戸雄一,,150.0,8-9-8-7,吉野英子,458(+2),エフティスパークル,6,蛯名正義,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
5,1:48.2,35.0,6,,11.8,,牡5,56,5,1/2,6,[東]加藤征弘,,,2-2-2-2,キャロットファーム,494(+4),ケルフロイデ,10,石橋脩,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
6,1:48.3,34.2,11,,56.2,,牡5,55,7,1/2,7,[西]矢作芳人,,,12-11-14-14,リーヴァ,480(+2),オールドクラシック,13,国分優作,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
7,1:48.4,34.4,3,,5.6,,牡4,57.5,1,クビ,8,[西]高橋義忠,,,8-11-11-10,栗本守,460(+2),クリノヤマトノオー,1,藤岡康太,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
8,1:48.4,34.5,10,,52.6,,セ7,55,7,クビ,9,[西]須貝尚介,,,8-9-11-10,近藤利一,458(+4),アドマイヤメテオ,14,北村友一,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
9,1:48.4,34.7,12,,74.1,,牡6,54,8,ハナ,10,[東]和田勇介,,,12-11-8-10,西川恭子,524(-10),フォワードカフェ,15,四位洋文,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
10,1:48.5,34.0,5,,9.0,,牡5,56,2,1/2,11,[西]高野友和,,,15-15-15-15,キャロットファーム,474(+2),レプランシュ,4,岩田康誠,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
11,1:48.5,34.6,13,,96.4,,牝5,51,6,クビ,12,[東]田中博康,,,14-14-11-13,Ｇ１レーシング,474(+6),オリエントワークス,12,木幡巧也,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
12,1:48.7,35.2,9,,19.7,,牡5,56,4,1,13,[西]松永昌博,,,8-7-6-6,ヒダカ・ブリーダーズ・ユニオン,482(-6),ルドルフィーナ,7,森一馬,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
13,1:48.9,35.6,7,,15.5,,牡6,55,6,1.1/4,14,[東]菊川正達,,,4-3-3-3,キャロットファーム,508(+6),ラッシュアタック,11,三浦皇成,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
14,1:48.9,35.4,15,,186.7,,牡5,54,8,ハナ,15,[東]土田稔,,,5-6-6-7,岡浩二,486(0),フィールドシャルム,16,横山武史,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
15,,,,,---,,牝5,51,2,,除,[西]大根田裕,,,,栗本博晴,448(0),クリノサンスーシ,3,西村淳也,**,16,函館,北斗特別 ,12R,芝右1800m ,曇 ,良 ,2018-06-17
0,1:58.2,34.1,1,,3.5,,牡4,57,8,,1,[西]庄野靖志,,"12,340.2",15-15-1-1,ＮＩＣＫＳ,516(-4),スワーヴリチャード,15,Ｍ．デム,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
1,1:58.3,33.7,6,,16.3,,牡4,57,3,3/4,2,[西]池江泰寿,,"4,897.2",11-10-9-9,Ｇ１レーシング,482(0),ペルシアンナイト,5,福永祐一,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
2,1:58.4,34.0,2,,3.6,,牡4,57,4,1/2,3,[西]池江泰寿,,"3,048.6",5-5-5-5,サンデーレーシング,516(-6),アルアイン,8,川田将雅,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
3,1:58.6,33.7,10,,38.5,,牡6,57,2,1.1/2,4,[西]池添兼雄,,"1,800.0",9-8-13-14,山田和夫,518(-4),ヤマカツエース,3,池添謙一,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
4,1:58.7,34.0,5,,12.3,,牡4,57,1,クビ,5,[東]菊沢隆徳,,"1,200.0",14-13-13-10,野田みづき,474(-10),ミッキースワロー,1,横山典弘,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
5,1:58.8,34.5,8,,20.1,,牡4,57,7,3/4,6,[西]音無秀孝,,,2-2-3-4,サンデーレーシング,482(+8),ダンビュライト,14,浜中俊,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
6,1:59.2,34.5,3,,4.0,,牡5,57,1,2.1/2,7,[西]池江泰寿,,,6-5-12-12,サトミホースカンパニー,508(+2),サトノダイヤモンド,2,戸崎圭太,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
7,1:59.2,35.0,7,,19.4,,セ4,57,5,クビ,8,[西]須貝尚介,,,13-13-5-2,ＫＴレーシング,532(0),トリオンフ,9,田辺裕信,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
8,1:59.3,34.8,11,,69.0,,牝8,55,3,クビ,9,[西]大久保龍,,,3-3-5-10,大川徹,474(-2),スマートレイアー,6,四位洋文,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
9,1:59.3,34.5,14,,249.1,,牡5,57,8,ハナ,10,[東]戸田博文,,,12-12-13-12,キャロットファーム,470(-12),メートルダール,16,松山弘平,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
10,1:59.5,35.4,15,,259.3,,牡6,57,6,1.1/4,11,[西]池添兼雄,,,1-1-2-2,山田博康,540(-4),ヤマカツライデン,12,酒井学,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
11,1:59.7,35.4,9,,37.0,,牡4,57,6,1.1/4,12,[東]畠山吉宏,,,3-3-4-5,ウイン,468(-6),ウインブライト,11,松岡正海,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
12,1:59.7,35.2,4,,9.2,,牡6,57,2,ハナ,13,[西]友道康夫,,,6-8-9-7,佐々木主浩,470(-4),シュヴァルグラン,4,三浦皇成,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
13,2:00.0,34.7,16,,555.7,,牡6,57,7,2,14,[西]今野貞一,,,16-16-16-16,中村政夫,478(+12),マサハヤドリーム,13,北村友一,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
14,2:00.1,35.7,13,,107.8,,牡8,57,5,1/2,15,[西]池江泰寿,,,8-10-9-7,サトミホースカンパニー,510(0),サトノノブレス,10,幸英明,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
15,2:01.9,37.2,12,,80.6,,牡7,57,4,大,16,[東]中川公成,,,9-5-8-14,居城寿与,472(-18),ゴールドアクター,7,吉田隼人,**,15,阪神,第62回大阪杯(G1),11R,芝右2000m ,晴 ,良 ,2018-04-01
0,1:47.0,34.0,1,,2.3,,牝4,56,8,,1,[西]中内田充,,"3,651.1",4-4-4-4,野田みづき,456(+10),ミッキーチャーム,13,川田将雅,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
1,1:47.0,33.4,5,,8.8,,牝4,55,4,クビ,2,[西]高橋亮,,"1,414.6",9-9-10-10,前田幸治,464(-6),スカーレットカラー,6,岩田康誠,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
2,1:47.0,33.8,9,,48.6,,牝5,55,8,アタマ,3,[西]鮫島一歩,,907.3,5-7-6-6,ゴドルフィン,470(-6),カリビアンゴールド,14,柴山雄一,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
3,1:47.2,33.6,4,,8.3,,牝4,55,7,1.1/4,4,[東]斎藤誠,,540.0,13-12-10-10,Ｇ１レーシング,506(+10),ウラヌスチャーム,12,藤岡佑介,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
4,1:47.3,33.9,8,,20.4,,牝6,55,7,クビ,5,[西]上村洋行,,360.0,9-9-8-7,栄進堂,506(+6),エイシンティンクル,11,武豊,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
5,1:47.4,33.5,3,,6.6,,牝4,55,1,1/2,6,[西]矢作芳人,,,11-12-13-13,サトミホースカンパニー,430(+2),サトノガーネット,1,ルメール,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
6,1:47.4,34.3,2,,6.6,,牝6,56,3,アタマ,7,[東]国枝栄,,,5-5-5-5,三協ファーム,482(+2),フロンテアクイーン,3,三浦皇成,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
7,1:47.5,34.7,7,,13.6,,牝3,51,4,3/4,8,[西]池添兼雄,,,3-3-3-2,松本好雄,484(+2),メイショウショウブ,5,池添謙一,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
8,1:47.6,33.7,12,,77.7,,牝5,55,5,クビ,9,[西]松永幹夫,,,13-14-13-13,ホシノレーシング,482(-8),シャンティローザ,7,藤岡康太,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
9,1:47.8,34.1,10,,69.6,,牝4,55,5,1.1/4,10,[西]藤原英昭,,,11-11-12-10,キャロットファーム,442(-8),フィニフティ,8,吉田隼人,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
10,1:47.8,35.2,14,,158.7,,牝6,55,6,アタマ,11,[東]畠山吉宏,,,2-2-2-2,ウイン,472(-12),ウインファビラス,10,松岡正海,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
11,1:48.0,34.8,13,,106.4,,牝4,55,6,1,12,[東]金成貴史,,,5-5-6-7,社台レースホース,470(+8),リンディーホップ,9,荻野極,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
12,1:48.0,35.5,11,,69.7,,牝5,55,2,ハナ,13,[西]岡田稲男,,,1-1-1-1,ゴドルフィン,466(+4),リリックドラマ,2,菱田裕二,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
13,1:48.4,35.1,6,,10.7,,牝4,55,3,2.1/2,14,[東]国枝栄,,,8-7-8-7,ダノックス,424(+2),ダノングレース,4,蛯名正義,**,15,札幌,第67回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2019-07-28
0,2:33.6,35.2,1,,1.9,,牡5,57,1,,1,[西]清水久詞,,"30,336.0",1-1-1-1,大野商事,540(-2),キタサンブラック,2,武豊,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
1,2:33.8,35.1,8,,33.1,,牝5,55,2,1.1/2,2,[西]吉村圭司,,"12,096.0",4-5-5-3,吉田千津,474(0),クイーンズリング,3,ルメール,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
2,2:33.8,34.8,3,,6.7,,牡5,57,5,ハナ,3,[西]友道康夫,,"7,548.0",8-8-8-8,佐々木主浩,474(+4),シュヴァルグラン,10,ボウマン,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
3,2:33.8,34.5,2,,4.5,,牡3,55,7,クビ,4,[西]庄野靖志,,"4,500.0",10-12-10-8,ＮＩＣＫＳ,510(+8),スワーヴリチャード,14,Ｍ．デム,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
4,2:34.0,34.3,10,,55.4,,牝5,55,6,1.1/4,5,[東]大竹正博,,"3,000.0",16-16-16-16,キャロットファーム,460(+6),ルージュバック,11,北村宏司,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
5,2:34.1,35.6,7,,29.6,,牡4,57,4,3/4,6,[西]角居勝彦,,,2-2-2-2,金子真人ホールディングス,520(-4),シャケトラ,7,福永祐一,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
6,2:34.2,34.7,14,,132.9,,牡6,57,8,クビ,7,[西]藤岡健一,,,15-14-13-15,吉田照哉,512(+10),サウンズオブアース,16,Ｃ．デム,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
7,2:34.3,34.9,9,,44.7,,牡4,57,4,1/2,8,[西]浅見秀一,,,13-12-13-13,三田昌宏,444(-4),レインボーライン,8,岩田康誠,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
8,2:34.3,35.5,11,,70.7,,牡3,55,3,クビ,9,[西]池江泰寿,,,6-6-6-6,サトミホースカンパニー,454(0),サトノクロニクル,6,戸崎圭太,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
9,2:34.4,35.8,6,,24.6,,牡5,57,1,1/2,10,[西]池添兼雄,,,2-3-3-3,山田和夫,510(+4),ヤマカツエース,1,池添謙一,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
10,2:34.5,35.1,5,,19.6,,牝5,55,7,1/2,11,[西]池江泰寿,,,13-14-13-13,野田みづき,432(-10),ミッキークイーン,13,浜中俊,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
11,2:34.6,35.4,12,,71.7,,牡3,55,2,3/4,12,[西]佐々木晶,,,10-10-10-11,島川隆哉,466(+4),ブレスジャーニー,4,三浦皇成,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
12,2:34.6,35.4,4,,9.8,,牡5,57,6,ハナ,13,[東]堀宣行,,,10-10-10-11,サトミホースカンパニー,496(0),サトノクラウン,12,ムーア,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
13,2:34.8,36.0,15,,159.5,,牝5,55,3,1.1/4,14,[西]角居勝彦,,,6-6-6-3,島川隆哉,482(+10),トーセンビクトリー,5,田辺裕信,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
14,2:35.1,36.5,16,,204.8,,セ9,57,8,1.3/4,15,[西]平田修,,,4-3-3-6,鈴木隆司,460(+4),カレンミロティック,15,川田将雅,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
15,2:35.5,36.6,13,,72.9,,牡6,57,5,2.1/2,16,[東]金成貴史,,,8-8-8-8,さくらコマース,494(+12),サクラアンプルール,9,蛯名正義,**,15,中山,第62回有馬記念(G1),11R,芝右2500m ,晴 ,良 ,2017-12-24
0,1:45.7,35.5,2,,3.2,,牝3,52,2,,1,[東]菊沢隆徳,,"3,647.6",1-1-1-1,サンデーレーシング,496(+18),アエロリット,2,横山典弘,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
1,1:46.1,34.4,6,,14.7,,牝5,55,1,2.1/2,2,[西]角居勝彦,,"1,413.6",6-7-6-5,島川隆哉,468(0),トーセンビクトリー,1,福永祐一,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
2,1:46.3,34.4,8,,18.7,,牝5,55,4,1.1/4,3,[東]和田正道,,906.8,8-10-10-7,クイーンズ・ランチ,450(-10),クインズミラーグロ,4,藤岡康太,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
3,1:46.5,35.1,5,,13.3,,牝4,55,6,1.1/4,4,[西]西浦勝一,,540.0,3-3-3-4,大塚亮一,418(+6),クロコスミア,8,勝浦正樹,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
4,1:46.6,34.9,10,,49.8,,牝4,55,8,1/2,5,[西]本田優,,360.0,8-8-6-7,吉岡實,448(0),エテルナミノル,13,蛯名正義,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
5,1:46.6,34.6,1,,2.4,,牝4,55,8,アタマ,6,[西]須貝尚介,,,12-10-10-10,近藤利一,424(+2),アドマイヤリード,12,ルメール,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
6,1:46.8,34.7,3,,8.8,,牝5,55,5,1.1/2,7,[西]松元茂樹,,,10-10-12-9,グリーンファーム,466(+4),マキシマムドパリ,6,藤岡佑介,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
7,1:46.9,34.8,12,,238.5,,牝6,55,4,クビ,8,[東]石栗龍彦,,,10-13-12-10,江川伸夫,514(+2),ハツガツオ,5,古川吉洋,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
8,1:47.1,35.6,7,,14.8,,牝3,51,5,1.1/4,9,[西]池添兼雄,,,4-3-3-2,山田博康,448(0),ヤマカツグレース,7,池添謙一,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
9,1:47.4,35.9,4,,10.0,,牝4,55,7,2,10,[西]中内田充,,,6-5-3-5,Ｈ．Ｈ．シェイク・ファハド,512(+12),パールコード,10,川田将雅,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
10,1:48.1,36.5,13,,382.7,,牝6,55,6,4,11,[東]上原博之,,,5-5-6-10,大塚亮一,468(0),ラインハート,9,丸山元気,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
11,1:48.2,36.5,11,,116.5,,牝5,55,7,1/2,12,[東]中野栄治,,,12-8-6-10,芳賀克也,470(0),ノットフォーマル,11,江田照男,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
12,1:48.2,36.9,9,,35.0,,牝5,55,3,アタマ,13,[西]松永幹夫,,,2-2-2-2,キャロットファーム,478(+10),シャルール,3,四位洋文,**,15,札幌,第65回クイーンステークス(G3),11R,芝右1800m ,晴 ,良 ,2017-07-30
0,1:45.7,33.6,5,,9.3,,牝3,54,7,,1,[西]中竹和也,,"5,309.2",2-1,石川達絵,434(-4),カンタービレ,13,ルメール,**,15,阪神,第36回関西TVローズS(G2),11R,芝右外1800m ,曇 ,良 ,2018-09-16
1,1:45.9,33.4,2,,4.2,,牝3,54,3,1.1/4,2,[西]池添学,,"2,131.2",9-8,シルクレーシング,450(+4),サラキア,5,池添謙一,**,15,阪神,第36回関西TVローズS(G2),11R,芝右外1800m ,曇 ,良 ,2018-09-16
2,1:46.0,33.6,13,,88.2,,牝3,54,3,1/2,3,[西]高野友和,,"1,315.6",5-7,社台レースホース,418(-12),ラテュロス,4,秋山真一,**,15,阪神,第36回関西TVローズS(G2),11R,芝右外1800m ,曇 ,良 ,2018-09-16
3,1:46.0,33.9,8,,16.7,,牝3,54,7,クビ,4,[東]鹿戸雄一,,780.0,1-2,吉田千津,498(+6),ゴージャスランチ,12,横山典弘,**,15,阪神,第36回関西TVローズS(G2),11R,芝右外1800m ,曇 ,良 ,2018-09-16
4,1:46.1,33.2,6,,11.3,,牝3,54,8,クビ,5,[東]斎藤誠,,520.0,14-14,Ｇ１レーシング,494(-2),ウラヌスチャーム,14,藤岡佑介,**,15,阪神,第36回関西TVローズS(G2),11R,芝右外1800m ,曇 ,良 ,2018-09-16
5,1:46.2,33.1,1,,3.0,,牝3,54,5,3/4,6,[西]中竹和也,,,14-15,サトミホースカンパニー,452(0),サトノワルキューレ,8,Ｍ．デム,**,15,阪神,第36回関西TVローズS(G2),11R,芝右外1800m ,曇 ,良 ,2018-09-16
